text,label
i 'm disappointed nearly every time i go here .,0
the morning staff is awesome .,0
food is delicious and many dishes are family recipes .,1
one of my favorite charlotte restaurants .,1
good lunch place and the service has always been excellent .,1
service can be good to fairly awful .,0
our server was n't so friendly either .,0
i will definitely bring him back in the future !,1
it has been riding smoothly ever since .,1
absolutely great service as always !,1
love it !,1
Neutral,0
and the wine list was pretty big with some interesting options .,1
meal was overall gross !,0
"sam woo bbq the food is very good , fast .",1
"food was mediocre at best , place seems kind of dirty .",0
the smells of the fresh cooked ingredients was mouth watering .,1
i love this place !,1
mike is a great barber .,1
now suddenly i have to pay _num_ more to get my phone back !,0
what was n't so wonderful is the person they have managing .,0
they were n't even remotely busy .,0
the locals here were so nice .,1
i love this place !,1
it tasted really weird and i had to send it back .,0
"food is good , service started out slow , but got better .",1
"excellent service , great food .",1
love this place !,1
wait staff just matter of fact about it.,0
plus there was a _num_ minute wait for an empty bar/restaurant .,0
no bad customer service and high prices hurt small business .,0
actually i will make sure to spread the word of this terrible experience .,0
great portions and excellent food when you have lots of driving to do .,1
i really love rex theater !,1
least knowledgeable bartender i 've ever encountered .,0
avoid this place for lunch and dinner .,0
the sushi chef is awesome .,1
"great atmosphere , view .",1
"tracy is amazing , one of many outstanding waitress .",1
with great people working there .,1
no grass anywhere including the greens .,0
"it 's horribly loud in there , and everything feels rushed and crushed together .",0
the tacos and salsa are some of the best in town .,1
the food was excellent the atmosphere great and the service was also great .,1
always good food .,1
i used to frequent this place but everytime i go i feel very sleepy .,0
steve and alex are awesome .,1
one of the best sub sandwiches in town .,1
"no apology , no `` drinks are on us '' nothing .",0
service was n't the greatest but also was n't the worst i 've had .,0
for my entre i ordered the chile rellenos and was pretty disappointed .,0
"our waitress was great , very friendly and prompt .",1
!,1
service and outside dining was great .,1
the sandwich was just gross .,0
"otherwise , do what i do and support this local brand anywhere you can .",1
it has changed quite a bit an was very pleased .,1
the chicken kabobs are excellent and the gyro meat is even better .,1
_num_ minutes .,0
would not recommend this location to anyone .,0
good food as well as good service .,1
the steak was great !,1
i always leave with an unexpected gem !,1
best i 've found in the east valley .,1
quite pissed off how long it took to get someone to the electronics department .,0
the service was great too .,1
their selection of models is fantastic .,1
"never enough time ... ... great support , huge selection .",1
not acceptable .,0
they 've serviced my car three times total .,0
friendly and quick .,1
the tacos ... they are the best .,1
fantastic !,1
it was such a nice gesture !,1
they were very nice !,1
"they were call spot on , great place with great folks .",1
the custard tasted really fresh and a lot lighter than ice cream .,1
big portions and friendly service .,1
amazing work ladies !,1
i bought a battery as well as a new filter thing .,1
well worth a visit just for this .,1
we loved it !,1
the warm rolls and honey butter is to die for .,1
"they are always busy , but it 's worth the wait .",1
"oh my , best meal in years !",1
"my dish comes to the table , looks and tastes very good !",1
all in all i would give their pho _num_ stars .,0
sometimes i 'll feel adventurous and get the meat balls .,1
i highly recommend taking all of your framing needs to them !,1
they have really nice audio equipment for sale and the owner is very knowledgable .,0
_num_ .,0
fun time they charge for everything but worth it .,1
friendly service .,1
we were tired and somewhat sad and looking forward to a nice dinner .,0
went here with a friend .,1
does n't even taste like hooters wings !,0
if it were up to me i would have never returned .,0
they took my number and never called back .,0
this is the best italian i have had here in the phoenix area .,1
service is professional and quick .,1
i threw the ziti in the trash next to the pizza .,0
good prices .,1
asked for nuggets fresh and yes they were cold !,0
"a popular , reasonably priced karaoke bar .",1
great shop !,1
"nice , clean facilities , and a loaner vehicle to boot !",1
staff is friendly with quick service !,1
the second bite was stringy steak .,0
awesome place for couples or groups of four or five !,1
"thank you , sun valley , for a job well done !",1
coffee is reasonable commercial quality .,1
there is a nice home goods section .,1
"like i said before , my favorite sushi spot anywhere near me .",1
so full and so good !,1
"i love that no matter what i eat , it 's always amazing !",1
i have no need to do that .,0
bathroom was disgusting .,0
wonderful pizza & italian food .,1
that 's a lot of food for a fantastic price .,1
great place to go shopping for the little furry members of the family .,1
inside it looks like your neighborhood hole in the wall ; dark and dank .,0
i kept going thinking maybe it was just a fluke but it wasnt .,0
best chinese food madison !,1
wrong .,0
i will definitely be back .,1
i went twice with my sin and paid _num_ more than i planned .,0
nice selection of wine and beer .,1
"thanks for treating us like crap , jerk .",0
the best around !,1
this is a poorly run business that could be turned into something great .,0
"when dining in , the staff is friendly and understanding .",1
try the `` volcano roll '' its very tasty .,1
stay away from them and go anywhere else to get your care .,0
the owner and sales girls are so sweet .,1
good employees and a recent remodel make for a good store overall .,1
the aquarium is also really nicely done and quite enjoyable .,1
great for business lunches .,1
i am a naturally curious person and i loved watching and learning .,1
good continental breakfast .,1
poor service .,0
i 'm never coming here again !,0
they dont even deserve one star !,0
the waitresses are very friendly and the whole atmosphere is family friendly and enjoyable .,1
the games are outdated but at least their cheap .,0
"one side was left longer and more full than the other side , etc .",0
love it .,1
most importantly the service provided was spectacular .,1
she was a nice surprise in the morning !,1
the beef as fine but the fries were not crisp or even that hot .,0
my opinion the best pho in town .,1
nice place and nice price !,1
i frequent this joint on saturday during the daytime .,1
"the ambiance was decent , but the service was nothing to write home about .",0
the ceremony was beautiful and that part was very professionally done .,1
"the pricing is upfront , reasonable and the work they do is phenomenal .",1
this is the right way to serve .,1
just horrible .,0
the chipotle mac & cheese is fantastic .,1
i like the vibe and the ambiance it 's very artsy .,1
the food service and delivery time are not good .,0
the single most disgusting sushi experience i 've ever had .,0
great jukebox .,1
all vegetables were undercooked .,0
none of us could believe how miserable this guy is .,0
we had a great day visiting the modern mexican painting exhibit .,1
but thats really the only positives about this place .,0
the problem is the resident services girl .,0
i love this place .,1
i 'm the kind of person who loves staying in hotels .,1
"now , the portion is smaller , and the cauliflower is rubbery .",0
"being new to the rv world , this company rocked it .",1
also had an amazing dessert .,1
"nicely cooked , tender and perfectly seasoned strips of beef with udon noodles .",1
"well , you are .",0
favorite breakfast place in scottsdale !,1
the only good part about the meal was the coffee .,0
returned on a week night after we had a great experience several weeks back .,0
about ready to sue them .,0
they 're both amazing .,1
totally worth my significantly lighter wallet .,1
food is good but extremely expensive .,1
i will not shop at this store again .,0
great to go on game days .,1
i loved it and will definitely be back .,1
the bathrooms are clean .,1
win .,1
i am a big fan of dillard 's and its great sale .,1
i have been here going on two hours with no dr. in sight .,0
and i love their steak tacos with avocado .,1
"in the process , she ruined her manicure and took that off too .",0
i placed a deliver order for two large pizzas for my office .,0
"so why my tiny sandwich was _num_ , i wo n't know .",0
no lights on .,0
it 's a bit over priced but it 's worth it !,1
oh how good it feels !,1
"oh and if you are wondering , they were not busy .",0
"they also offered plenty of samples of their baked goods , which tasted amazing .",1
the service was very fast and friendly .,1
keep up the great work guys !,1
they make the lasagna fresh in individual servings when you order it .,1
best authentic street tacos i 've had in arizona .,1
i always got the delicious little tacos .,1
great prices .,1
"meanwhile , i 'm standing outside thinking `` what the heck ! ''",0
its always clean and the staff are friendly !,1
i got a pedicure and my eyebrows waxed .,1
this is definitely the worst hotel i have stepped foot in !,0
waiting staff are excellent !,1
it did n't blow me away ... at all .,0
i treat myself once a week to a couple slices for lunch .,1
then after taking our drink order she never came back .,0
nice little place for breakfast .,1
surely not i .,0
"excellent customer service , delicious food .",1
biggest waste of money i spent for almost _num_ years .,0
"great service , honest , and willing to go the extra mile .",1
all the ingredients are fresh .,1
my boyfriend and i had a great experience here .,1
got it back nice and shiny but the floor mats were soaking wet .,1
"great atmosphere , very italian .",1
ridiculous .,0
table service and pizza .,1
they did a nice job on my car .,1
),1
i was the wrong tire .,0
thanks matt & ashley !,1
i feel bad for any woman that would put any trust into him .,0
so thankful for such good service !,1
like most circle k 's this one is clean .,1
also very friendly service !,1
enjoy !,1
they also have excellent installers which is essential .,1
( _num_ 1/2 stars ) .,0
this place stinks !,0
this is by far the best home cooked food you will find in vegas .,1
the tour guides at the hoover dam were equally as hilarious !,1
when he finished i could n't believe it .,0
i also tried one of the almond butter cookies .,0
dr. dave is great !,1
elena always cuts my hair with a new style and creative vision .,1
"the service was terrible , the food was bad and prices had gone up .",0
the staff is attentive .,1
they wo n't get not one penny outta me .,0
i would stay away .,0
unimpressive food .,0
that was very refreshing .,1
the teriyaki sauce was too sweet .,0
and i have tried various chicken dishes and all of them have been great !,1
they have the best steak hoagies though .,1
"personally , it 's not good enough .",0
the food is amazing and the service is friendly .,1
such great information to know !,1
amazing vegan thai food .,1
give it a shot !,1
"ordered drinks , no problem .",0
_num_ .,0
"overall , good service .",1
"of special note , the milkshakes are great , probably the best in town .",1
horrible experience !,0
the owner personally helped us when we came in and he was awesome .,1
keep up the great work !,1
the staff was soooo sweet and polite .,1
this is my favorite mexican place in the valley .,1
"_num_ strikes , you 're out bob taylor 's ranch house .",0
growing up my mother was a nail technician .,1
komol is the best vegan thai restaurant in town .,1
"but , the food was delicious .",1
they also cooked the vegetables up fresh for you .,1
she never returned to us outside .,0
great place in heritage square for a relaxing glass of wine !,1
love !,1
),1
service is quick and food is great .,1
the location is very clean and the staff is professional and always courteous .,1
a knowledgeable staff they are not & quite rude about it .,0
"all are nice , especially the omelette , enough soft egg flavor .",1
"i loved what i ordered pepperoni , sausage with extra cheese .",1
"long story short , they told me to come back in three months .",0
"paul , my hero , my barber .",1
the food was good .,1
they get all their bread fresh every day from nova 's bakery .,1
pricey but worth it .,1
i am mexican and i freaking love this place !,1
i highly recommend them .,1
"the golden palace buffet is bad , but at least edible .",0
"fun , casual atmosphere and a variety of clientele .",1
zen _num_ is n't one of them .,0
will not rent from them for any amount of money in the world .,0
i get it spicy with noodles instead of rice .,1
"not the best part of town , but it 's worth the drive .",1
service was prompt and super friendly .,1
"great wine selection , cozy atmosphere , excellent service and great food .",1
this motel is terrible .,0
the pie for dessert was delicious as well .,1
big thumbs down to this place .,0
i loved the food here .,1
"looking for an honest plumber , this is it .",1
i 'm not a fan of this store .,0
not only does she do wonderful work but she is truly a wonderful person .,1
they trim all my trees and cleaned everything up after they were done .,1
i will not be returning to this location for anything .,0
great food good prices .,1
"the service was _num_ star , i 'll give them that .",0
does n't honor requested rooms .,0
still no toast .,0
everything is good though .,1
attractive and attentive staff .,1
i just left my fifth visit for the same problem .,0
there 's usually a good mix of people there .,1
coolest vibe !,1
zero stars would be more appropriate .,0
love you nina !,1
"very professional , nice , accommodating , prices , & variety of lighting .",1
food was hot and delicious .,1
but still tasty in the taco .,1
"everyone ignored me , probably thinking i was just an impatient ayce customer .",0
"and really , that 's all you need .",1
"great place , nice people .",1
absolutely would not use again .,0
will not use this florist again .,0
i feel the prices are fair for the quality of food .,1
my nail is still lumpy and i will not be returning .,0
i took an introduction to archery class here and it was lots of fun !,1
my lasagna was a $ _num_ meal at best .,0
-no one takes any personal responsibility .,0
the tuna from cabo fish taco really tasted off .,0
highly recommend a visit to wisconsin veterans museum .,1
such a waste of time and rude .,0
stop waste my time .,0
and the tailor is n't in on weekends .,0
i highly recommend the chicken korma !,1
very elegant and well decorated .,1
this is a unique dining experience .,1
it was excellent .,1
the service is outrageously bad .,0
i love this place so much .,1
this is one of the best overall bars in phoenix .,1
installer was _num_ hours late .,0
"food is always great , cashier is pretty rude , but prices are good .",1
the office staff are very nice .,1
really awful .,0
i am absolutely tired of trying to purchase a vehicle with carmax .,0
was there _num_ months ago and had horrible service .,0
it tastes just like mom 's food !,1
good to know a business owner cares what his customers think .,1
pretty authentic ny style pizza although a little bit on the pricey side .,1
the staff was very friendly and my nails turned out fantastic .,1
i moved into the greens about a month ago .,1
they are really easy to call if you have any questions .,1
terrible atmosphere .,0
great pizza even better service !,1
"the menu is limited , and you have no options .",0
_num_ minutes still waiting to see a doctor to board my dogs .,0
loved it .,1
i was standing outside the door yelling for help !,0
i love coming here with friends after having a night out !,1
he was very friendly and was never annoyed with our questions .,0
this place is the best .,1
very unimpressive experience .,0
"they were helpful , friendly , and attentive !",1
got there early to enjoy the pool .,1
then the fried squash ... not crispy and just mush on the inside .,0
great shrimp and snow crab claws .,1
rude manager .,0
"mike , ( tall skinny guy ) .",0
horrible branch .,0
"in the end , very disappointed and we will not be back .",0
love this place .,1
it 's loaded with back issues and the staff is always extremely helpful .,1
the salad was nothing special .,0
i 'm so happy i did !,1
it is absolutely unacceptable for a business to operate this way .,0
i honestly almost cried .,1
super friendly staff and overall good experience .,1
we got fried calamari appetizer that was amazing .,1
unacceptable .,0
but if you do have a heart attack it was worth it !,1
most of the equipment is very old and out of date .,0
i would highly recommend them for service .,1
i will definitely come back !,1
everyone in the store was very friendly and chatty .,1
worth going out of you 're way for .,1
if you want help i have always received get advice and tips !,1
definitely coming back here ... .,1
service is very bad .,0
"when i arrived to pick up the order , the hostess was incredibly friendly .",1
i ended up putting my stuff down and leaving .,0
the bread was so fresh !,1
people are friendly and welcoming .,1
the sausage seemed like it had a hard skin and was n't very tasty .,0
pay the extra money & stay at a better place with better service !,0
the management is also really friendly and respond well to our needs .,1
i would recommend korean garden a block down the street .,0
every single thing we purchased has been delicious !,1
great instructors !,1
the food is really superb .,1
"great flavors , great decor , super nice people !",1
run run far away from this place .,0
zero .,0
spinach side was a little bitter .,0
the food may or may not be good .,0
the other staff is really nice too .,1
do n't recommend it .,0
terrible experience wo n't be back !,0
we received not quite refills about _num_ minutes after we received our plates .,0
so amazing .,1
just poor service .,0
the service was very good here .,1
they were super friendly and very fast !,1
it is definitely a great place for breakfast/brunch .,1
"they were tiny , overcooked and severely lacking in flavor .",0
great communication and customer service .,1
_num_ .,0
"after seeing other reviews , i 'm not surprised !",0
the area around the soda machines was disorganized and dirty .,0
great customer service !,1
i 'm not looking forward to returning anytime soon .,0
i was surprised that everyone was so so nice !,1
everyone loves a nice pic !,1
the food is very good .,1
i got one once and it still tasted pretty fresh .,1
not a good quality for a grain .,0
"either way , on a saturday night , i would n't recommend going here .",0
get my order to me asap !,0
"on top of that , the service left a lot to be desired .",0
this place is great and you absolutely can not beat the prices !,1
the ingredients are fresh .,1
they offered bread only after ordering main course .,1
one of the best hair experiences i have had ever honestly !,1
everyone commented on how custom and unique they were .,1
frozen yogurt is either vanilla or chocolate .,0
"not bad , just meh .",0
: ) the good was great !,1
the best thing on the menu is the hot italian sub !,1
the plaza is also awesome they have everything so thats a plus !,1
"the owner , wait staff and chef are always friendly and extremely attentive .",1
this is not the location to splurge on pricy cuts .,0
good and honest .,1
great customer service !,1
they have a good collection from all over the world !,1
"as i no longer workout here , and was not happy when i left .",0
late night there is a problem .,0
alex provided stellar customer service in addition to making a fantastic bloody mary .,1
service was friendly and another con is it 's a distance from the strip .,1
maybe that is what makes this place unique .,1
me and my friend could n't not finish it .,1
"the menu seems overpriced , especially given the other dining choices nearby .",0
zero flavor and dry as hell .,0
needless to say i wo n't be coming back .,0
the food is great and always fresh .,1
she got my quotes in quick and was very patient .,1
man this place is the most consistent best restaurant in the air park .,1
stupid me .,0
no big deal .,0
another amazing experience .,1
the price was right in line with others as well .,1
i got the machaca with egg and potatoes .,1
do n't waste your time at this store .,0
everything on the menu looks great .,1
"my recommendation would be to not buy suits , shirts or shoes here .",0
every time the service and food are great .,1
it 's better than most restaurant chain pizza as well .,1
service is quick .,1
party of _num_ and everything was fantastic !,1
best thai food in vegas !,1
love their pizza !,1
service was great but the food was awful .,0
you can tell that the food is made with great energy .,1
"horrible , rude service .",0
this is a great lunchtime destination .,1
you should check it out .,1
i love this place for lunch .,1
but man was it cold in there !,1
i spent another _num_ minutes with them .,0
i 'm used to ordering medium and getting medium well at least .,0
they give the longest and best leg and foot massages !,1
all very good .,1
"i did like the sauce , very tasty .",1
food was great .,1
our order was placed and our food came out fresh and hot .,1
it was so horrid my gf and i broke the lease .,0
i was really impressed with this place .,1
this location is quiet & convenient for us !,1
love it here !,1
our roof is beautiful .,1
love this place !,1
just not very classy .,0
cool little dive bar .,1
"they refuse to honor there marked price , will only take $ _num_ off .",0
we could n't believe what was happening .,0
"typical low class residents , guests and especially `` management '' .",0
very bad experience trying to board my dog .,0
"our meals included soup or salad , potato , and a vegetable .",0
i would n't order it again though .,0
i spent well over _num_ and had to bag my own .,0
stopped here yesterday for lunch and the food and service we both excellent .,1
i left _num_ dollars on the table .,0
we 'll definitely be back !,1
five minutes later the $ _num_ easter special came out .,0
"she is very patient , and very good at what she does !",1
healthy portions and excellent sides .,1
she took her time and was very thorough .,1
lots of great deals .,1
i went in and loved the atmosphere .,1
coffee ... fabulous .,1
it 's just that good !,1
unfortunately i got in my car leaving applebee 's parking lot feeling extremely ill .,0
the gravy was amazing and the food was great !,1
"it was not pretty , but tasted ok .",0
_num_ pool table .,0
the food was brought out in a very timely manner and was very tasty .,1
the appliances : terrible and so old .,0
this put two holes in my brand new skirt .,0
i got nothing helpful from them .,0
the philly roll is highly recommended here !,1
big disappointment .,0
my favorite part about the place is the hot sauce selection .,1
we sat there for _num_ minutes before we asked for service .,0
thank you guys so much !,1
"holy cow , this place is delicious !",1
this place is consistently the best .,1
awesome .,1
i absolutely love the food ( especially the shrimp ) .,1
every taco my irish mother has ever made was better than this one .,0
the valet people could n't have been nicer .,0
the spring rolls were mediocre as well .,0
ketchup did not help anything and even the salt was bad .,0
i now have - $ _num_ in my account !,0
"on my second visit here , i had a very unpleasant experience .",0
very professional but genuinely friendly and helpful with all my questions !,1
the staff is friendly and fast .,1
toasted to perfection .,1
love coming here .,1
"we started the night with their calamari , tender and delish .",1
what she got was a soup with some ravioli in it .,0
go to sesame inn in north hills and other locations .,0
the key man building is shady as hell !,0
always taking care of everyone .,1
"so far , this location is the best one i 've been to .",1
they were noticeably understaffed .,0
but the food is solid .,1
the staff is always pleasant .,1
great drinks and great food !,1
ca n't wait to get out of here .,0
the food this time was even better !,1
"for a local , down-to-earth , bar .",1
"good service , very pleasant young woman ... .",1
the place is pack always .,1
enjoy !,1
gave me real attitude .,0
"very good customer service , hot fresh pizza slices , and extremely good prices .",1
bad choice .,0
"it 's not romantic , just dim .",0
"our server was steve was great , ask for him .",1
i grew up on southside and this place is kind of a historical now .,1
the dumplings were also a favorite of mine too !,1
excellent customer service and always on time .,1
the rice and beans had no flavor .,0
great carne asada & pork chorizo - tortillas were good too !,1
the rep made me feel like i was stupid .,0
everything else was great about the stay .,1
: ) showing the fresh food is a nice touch .,1
the waitress had _num_ tables and just could n't handle them .,0
this place is a true neighborhood gem !,1
i have recommended team orthodontics to all my friends already .,1
property could not fix .,0
first course consisted of shrimp cake or butternut risotto .,0
first off the staff here are amazing !,1
"i absolutely love the feel of the restaurant , especially the stained glass .",1
pickles came out about _num_ minutes later .,0
the food is delicious and the staff is quick and friendly .,1
kind of guys .,1
love this place .,1
"installed it , did n't work properly .",0
the rooms are spacious and very comfortable .,1
the red braised cabbage is a must !,1
i actually can think of nothing good about my last trip on greyhound .,0
"one clam chowder soup , appetizers and crab legs .",0
everyone enjoyed !,1
we 've found a nice family owned italian restaurant with great food .,1
"so , that was a little deceiving .",0
customer service is great .,1
service was excellent and beyond friendly !,1
dave was our waiter and he was fantastic !,1
customer service goes above and beyond .,1
definitely the most underrated sandwich in las vegas .,1
very informal s styrofoam plate type of place -- but food was wonderful .,1
also great banana pudding like mama made !,1
terrible value .,0
this place is pretty clean and the service is decent .,1
my wife got one with a fried egg on top .,1
staff is not knowledgable and unapologetic .,0
the one downside is the price but it 's worth it .,1
"great atmosphere , friendly service , and delicious calzone .",1
went there nye for dinner and had a great experience .,1
food was mediocre !,0
service was great too .,1
"very mellow , a live and let live vibe through the night .",1
the place looks very dirty .,0
sushi and sashimi is fresh and delicious .,1
great customer service .,1
do not trust your dentist .,0
huge and full of homemade sausage .,1
food was great and person serving it was very nice .,1
what a fabulous group of kind and caring women !,1
it is truly a little slice of heaven !,1
i 've been here a couple of time just for fun .,1
the worst applebees in town .,0
extremely disappointing !,0
i called his office and again karen was very rude .,0
they have a great selection in healthy food choices !,1
the bartenders are generous with the alcohol .,1
it is cold outside but they do not have a heater inside .,0
got ta love the biltmore fashion park .,1
they then tell me that it wo n't be done until the next day .,0
very nice and comfortable place .,1
pros : great pizza !,1
really nice .,1
"my waiter was the managers son , apparently .",0
not fancy but a solid restaurant .,1
it is a must trip at least 2x a year .,1
love love love !,1
i am very disappointed and disgusted with banfield chandler blvd .,0
she is very friendly and quick at doing hair .,1
and `` no thank you '' is n't good enough .,0
and she failed .,0
not staffed appropriately leading to lines that take an hour to get your car .,0
this is a particularly nice wendy 's with good hours .,1
then why did i pay $ _num_ ?,0
this is a hidden gem in tempe .,1
i really tried to enjoy the fair in _num_ .,0
"ambiance aside , i thoroughly enjoyed my favorite dish , sweet and sour chicken .",1
i questioned him why did he do that to my watch .,0
simply the best .,1
"best pizza and wings in town , hands down .",1
the shrimp was so dry and overcooked .,0
restaurant may need some updating but the food is amazing !,1
originally i did n't get the name of the person who quoted me.,0
and then this bartender is like well we do n't have corona light .,0
same thing happened again the next time i went there .,0
very happy with service here .,1
"tried giving i love sushi another chance , and left less than impressed .",0
"are the winners in taste , value and price .",0
"always clean , organized and great selection .",1
will definitely come visit again !,1
"next , stop vegas better business bureau !",0
this is a combo review for the last _num_ visits .,0
i highly recommend this restaurant !,1
the stir fry is a joke and tastes horrid .,0
great customer service and generous portions .,1
great experience there fast service friendly staff .,1
i really would love to give a better rating to a vegan restaurant .,0
prices too high for strip district beer .,0
the pork fried rice was greasy and the rice was undercooked .,0
and love working at this club .,1
"on top of that , my meatballs were quite dry , even in soup .",0
the desert botanical garden is a must-see if you 're visiting phoenix .,1
nice selection n very friendly .,1
it was a chill little restaurant with good service and good food .,1
they have it all .,1
it is that simple .,1
great !,1
girl forget to give me receipt .,0
the drive thru is flat out dangerous .,0
that 's why respect .,1
good greek food .,1
the other aisles were not very clean and had items thrown everywhere .,0
the steaks melt in your mouth and the hashbrowns are the best .,1
_num_ .,0
so i walked out .,0
he was incredibly informative .,1
if you are looking for a good italian restaurant do not go here .,0
nails all over in places that nails should not have been .,0
"place - two stories and for the most part , clean .",1
very reasonable charge for such prompt and professional service .,1
"no surprises here , but this location is very reliable and family loves it .",1
mark said no problem he would take care of me .,0
"not only that but her attitude , tone , and words were absolutely horrible !",0
the crust is cooked perfectly .,1
think of all that money you could have screwed us out of .,0
give it a try !,1
my advice : skip michael 's !,0
service is good .,1
the food horrible i should have made my own .,0
some of the best desserts and pastries here .,1
the cocktail waiter offered no wine suggestions .,0
it does n't cover anything but they are sure to take your deposit .,0
yc 's is super legit .,1
rude and not great with customer service .,0
very professional and excellent customer service .,1
friendly staff .,1
the staff need some serious training on customer service .,0
located in a nice neighborhood .,1
the pizza is worth the trip alone .,1
very pleased with the customer service .,1
horrible !,0
"rude staff , incompetent nurse practitioner .",0
the seasonal double ipa was delicious too .,1
and no !,0
great pizza !,1
best value for my money by far .,1
inefficient and lazy .,0
too thin and no flavor .,0
beautiful locale .,1
sadly they are the only one located in south side .,0
the pricing is exceptionally reasonable .,1
one of the best i have every had .,1
was expecting more for a chinese buffet .,0
i was not impressed at all .,0
so let me go over this : i have a coupon .,0
you lost my patronage forever .,0
"will be back time and again , well deserved !",1
this place is a wonder .,1
"their pizza is done right , just so great !",1
i would highly recommend this office and staff .,1
it was worth it !,1
they are the best .,1
the employees are outstanding and extremely nice .,1
service was abysmal too .,0
phenomenal experience for the whole family !,1
"wow , poor customer service all around .",0
hard to believe they were ever rated number _num_ .,0
nice size portion on the starter ( twice the size of ra ) .,1
the mold and stains on everything .,0
an experience we will remember always .,1
"so far , i 'm a fan .",1
"the menus are updated , and the food is still good .",1
if i could give zero stars i would .,0
$ _num_ cheaper !,0
"very professional , the perfect amount of pressure , and great student offers .",1
he was very helpful and sensitive to my concerns with pain .,1
great cuts and color and great personality .,1
even the young people there are very friendly and inviting !,1
the only thing she said was : did your waitress tell you ?,0
great dinner our first at this outback .,1
"this theatre is dying , do n't waste your money .",0
love this place !,1
"the following week , they would call me back .",0
by far the best in the phoenix metropolitan area .,1
i love the apple gadgets .,1
"upstairs are male strippers , they are old and look really really low class .",0
still getting great service several years later !,1
i am looking forward to our appointments with the doctors .,1
prix fixe dinner for two with the cheapest bottle of wine on the menu .,0
excited for our next visit !,1
priceless is what a real sports bar should be .,1
it should not be driving like this .,0
i got a great deal on an amazing car .,1
i travel from gilbert and they are well worth it !,1
he put the gel over my cuticles !,0
he excels in customer service and pride in his job .,1
we found creative cafe and headed over .,1
called for parking directions and the girl that answered was really rude .,0
so go thee instead .,0
it looked like greasy grey colored meat balls ... .,0
this is not acceptable .,0
lynn was awesome they did an amazing job on my nails .,1
habib is the biggest sweetheart !,1
take your money elsewhere .,0
the appetizer of scallops are great !,1
they simply did not believe me that i was unhappy with the product .,0
it was downhill from there .,0
"ugh , i wanted so badly to like this place .",0
Negative,0
"with a rip-off price like that , why even tell you they have it .",0
not only was the food tasty but the service was excellent .,1
delicious !,1
consistent excellent service .,1
so cold .,0
the clothing is quality and just .,1
absolutely not . '',1
everything is beautiful in there .,1
very disappointing .,0
it was all extremely delicious !,1
it was a disappointing dinner .,0
the thing that was not very pleasant was the guy that did my nails .,0
"fast , fresh , and delicious !",1
"but the pizza , i thought , was subpar .",0
i 'm a happy camper !,1
"the staff is very concerned , caring and professional in every way .",1
it was a nice place while it lasted .,1
_num_ .,0
will always be going back for the dinner !,1
"last time i came here , i came .",1
but that 's the only highlight .,0
we have found our new vet !,1
you got ta check out this phoenix landmark .,1
the course was good but the service was horrible .,0
a whole layer of chocolate under the apple and cranberry .,0
thanks jack !,1
they have a ton of tvs to watch the game .,1
horrible service .,0
wo n't be coming back.,0
another _num_ minutes to get their drinks !,0
"cheap ) , be my guest , go there and check it out yourself !",0
_num_ .,0
it is soooo good .,1
i have never written a food review before .,0
this night 's meal was beyond a total let down though .,0
pizza is hands down the best in charlotte .,1
"been here several times and well , shame on me .",0
"even as a foodie , it is generally not worth my time .",0
good cinnamon roll .,1
will def recommend !,1
texas roadhouse is one of my favorite places for a great rib-eye steak .,1
fast and friendly staff .,1
best meatball sandwich !,1
what i really like are the chips and salsa .,1
this is the friendliest most reliable pest control service .,1
"clean , knowledgeable and kind .",1
the service is also great .,1
produce : maybe in this store they should just no offer produce .,0
i returned and they redeemed themselves !,1
a family owned business with owners on the premises .,1
and i would n't go back or recommend it to anyone either .,0
"super selection , super price .",1
score !,1
mediterranean grill has good food .,1
love the shops and great picture opportunities .,1
the staff is very friendly.,1
super disappointing !,1
so good !,1
easy to navigate .,1
unbelievable .,0
the vibe is calming yet the music makes it a little upbeat .,1
shame on safeway .,0
good job !,1
we had a great time eating lunch in the really lovely place .,1
the pizza there is always cooked just right and the bread sticks are yummy .,0
the happy hour menu is awesome .,1
"coupon or not , it 's not worth it .",0
the wait room was disgusting .,0
even my boys who all love food barely ate .,0
the rides and shops looked practically new .,1
it 's huge and i love it .,1
the selection of rare books is really quite amazing .,1
i 'd much rather take my money to a place that appreciates their customers .,0
why does anyone eat at these shitty places .,0
both meals were exceptional .,1
i should of know better then to stop here .,0
i rather enjoyed my experience here .,1
great service .,1
waste of money .,0
a very good chinese restaurant !,1
great food and great service .,1
the food is always amazing .,1
"as mentioned before , not on a pita , you get flatbread .",0
oh and the lady that runs the place is just lovely .,1
i went into the salon needing a hair cut bad !,1
but do n't worry the service sucks all that way .,0
i recommend walter 's to anyone who 's in the market for a mechanic .,1
love jim 's but don gives horrible customer service .,0
the family who owns the restaurant is super nice and courteous .,1
authentic is an understatement .,1
what a great find !,1
"overall , the food has been disappointing every time .",0
best sushi in arizona !,1
last couple times i 've gone here have been nothing but crappy .,0
not to mention half the moving walkways were not working .,0
checked my credit card charges for _num_ separate receipts few days later .,0
"first referral was denied , tried to get another referral .",0
terrible .,0
nice ambiance .,1
she then informed me my reservations were cancelled .,0
definitely a great pho restaurant !,1
so my initial statement of wishing for negative stars is not an exaggeration !,0
price is relatively inexpensive and you get a huge quantity .,1
they claimed that the driver would n't answer their phone .,0
i put a deposit and _num_ additional toward move in cost .,0
